date,longitude,latitude,prcp,tmin,tmax,rmin,rmax,srad,wspd
1980-01-01,-101.0800033292993,39.34999584335759,0.8,-8.4,2.2,47.6,82.1,8.2,3.5
1980-01-02,-101.0800033292993,39.34999584335759,0.0,-5.1,1.9,55.9,89.9,6.7,2.7
1980-01-03,-101.0800033292993,39.34999584335759,0.0,-8.5,-0.7,59.6,100.0,8.9,2.9
1980-01-04,-101.0800033292993,39.34999584335759,0.0,-8.7,1.9,62.5,100.0,7.1,2.9
1980-01-05,-101.0800033292993,39.34999584335759,0.0,-6.4,2.1,47.1,87.3,8.9,3.8
1980-01-06,-101.0800033292993,39.34999584335759,0.0,-13.8,2.9,43.7,83.3,8.9,7.0
1980-01-07,-101.0800033292993,39.34999584335759,0.0,-14.3,-4.9,40.7,79.6,7.7,2.6
1980-01-08,-101.0800033292993,39.34999584335759,0.0,-15.0,-4.6,50.7,89.5,9.0,4.2
1980-01-09,-101.0800033292993,39.34999584335759,0.0,-17.2,-5.2,56.4,100.0,9.1,5.8
1980-01-10,-101.0800033292993,39.34999584335759,0.0,-11.1,7.1,49.0,100.0,8.9,6.5
1980-01-11,-101.0800033292993,39.34999584335759,0.0,-8.1,4.1,40.5,77.7,9.6,5.5
1980-01-12,-101.0800033292993,39.34999584335759,0.0,-7.6,3.1,46.7,79.3,9.0,7.6
1980-01-13,-101.0800033292993,39.34999584335759,0.0,-2.3,10.5,44.3,85.2,9.1,3.7
1980-01-14,-101.0800033292993,39.34999584335759,0.0,-0.4,10.1,37.6,77.5,8.8,4.3
1980-01-15,-101.0800033292993,39.34999584335759,0.0,-0.9,9.2,49.0,86.9,7.7,4.2
1980-01-16,-101.0800033292993,39.34999584335759,0.0,-2.6,7.8,41.2,97.3,9.5,3.1
1980-01-17,-101.0800033292993,39.34999584335759,0.0,-3.0,8.8,47.8,77.8,8.9,3.3
1980-01-18,-101.0800033292993,39.34999584335759,2.1,-2.7,7.8,46.5,88.5,7.5,3.4
1980-01-19,-101.0800033292993,39.34999584335759,4.6,-7.7,1.3,50.7,100.0,6.4,6.0
1980-01-20,-101.0800033292993,39.34999584335759,1.6,-9.1,-2.0,55.4,90.5,6.4,1.8
1980-01-21,-101.0800033292993,39.34999584335759,0.0,-9.8,1.5,57.5,95.4,10.1,4.5
1980-01-22,-101.0800033292993,39.34999584335759,0.0,-9.0,-0.0,49.7,85.8,10.5,6.0
1980-01-23,-101.0800033292993,39.34999584335759,0.0,-9.2,3.7,55.4,85.2,8.8,5.1
1980-01-24,-101.0800033292993,39.34999584335759,0.3,-2.1,11.6,38.1,76.1,10.1,4.6
1980-01-25,-101.0800033292993,39.34999584335759,5.4,-9.3,4.1,34.4,83.8,5.6,5.7
1980-01-26,-101.0800033292993,39.34999584335759,0.6,-16.6,-6.5,47.1,100.0,7.4,4.3
1980-01-27,-101.0800033292993,39.34999584335759,0.0,-19.2,-11.2,50.1,89.0,9.7,2.7
1980-01-28,-101.0800033292993,39.34999584335759,1.1,-17.1,-10.9,49.2,92.2,7.9,2.5
1980-01-29,-101.0800033292993,39.34999584335759,0.7,-17.8,-10.5,51.9,91.2,8.4,5.4
1980-01-30,-101.0800033292993,39.34999584335759,0.9,-20.4,-9.9,54.5,96.1,9.5,3.8
1980-01-31,-101.0800033292993,39.34999584335759,0.0,-20.7,-5.3,43.7,86.5,11.7,2.7
1980-02-01,-101.0800033292993,39.34999584335759,0.0,-14.1,0.7,52.7,98.2,10.0,3.3
1980-02-02,-101.0800033292993,39.34999584335759,0.0,-6.7,4.7,58.3,100.0,7.8,3.8
1980-02-03,-101.0800033292993,39.34999584335759,0.0,-4.0,7.0,52.8,97.4,11.0,3.5
1980-02-04,-101.0800033292993,39.34999584335759,0.0,-3.5,7.1,57.6,100.0,7.7,3.5
1980-02-05,-101.0800033292993,39.34999584335759,0.0,-2.5,8.2,38.8,97.5,11.4,4.9
1980-02-06,-101.0800033292993,39.34999584335759,4.2,-5.5,1.5,37.6,100.0,7.7,3.6
1980-02-07,-101.0800033292993,39.34999584335759,8.1,-9.6,-0.6,63.9,100.0,9.2,5.9
1980-02-08,-101.0800033292993,39.34999584335759,0.5,-15.7,-5.4,57.2,100.0,11.1,3.4
1980-02-09,-101.0800033292993,39.34999584335759,0.0,-17.7,-2.9,45.3,95.6,12.8,3.7
1980-02-10,-101.0800033292993,39.34999584335759,0.0,-10.4,0.6,57.4,99.4,12.6,2.8
1980-02-11,-101.0800033292993,39.34999584335759,0.0,-11.0,-2.1,47.4,98.5,12.5,2.6
1980-02-12,-101.0800033292993,39.34999584335759,0.0,-13.5,1.1,54.5,99.2,12.9,3.8
1980-02-13,-101.0800033292993,39.34999584335759,0.0,-10.4,3.6,55.2,100.0,12.6,2.9
1980-02-14,-101.0800033292993,39.34999584335759,0.0,-13.7,-2.9,47.2,100.0,11.5,3.6
1980-02-15,-101.0800033292993,39.34999584335759,0.0,-12.2,-5.4,49.7,100.0,5.2,5.3
1980-02-16,-101.0800033292993,39.34999584335759,0.0,-13.9,-5.3,44.6,86.3,9.4,2.7
1980-02-17,-101.0800033292993,39.34999584335759,0.0,-13.5,2.9,46.0,100.0,13.0,4.5
1980-02-18,-101.0800033292993,39.34999584335759,0.0,-6.6,9.5,55.9,100.0,12.8,4.0
1980-02-19,-101.0800033292993,39.34999584335759,0.0,-1.3,11.8,52.2,96.1,13.2,4.1
1980-02-20,-101.0800033292993,39.34999584335759,0.0,-0.9,9.0,49.4,89.0,12.0,4.0
1980-02-21,-101.0800033292993,39.34999584335759,0.0,-2.5,10.6,53.5,100.0,11.9,4.6
1980-02-22,-101.0800033292993,39.34999584335759,0.3,-0.8,8.9,51.6,100.0,10.5,2.6
1980-02-23,-101.0800033292993,39.34999584335759,0.0,-2.8,8.8,54.4,100.0,13.1,1.7
1980-02-24,-101.0800033292993,39.34999584335759,0.0,-2.8,10.9,42.3,100.0,13.4,3.5
1980-02-25,-101.0800033292993,39.34999584335759,0.0,-4.3,6.2,38.7,86.4,14.5,3.4
1980-02-26,-101.0800033292993,39.34999584335759,0.0,-4.4,14.8,36.4,100.0,14.3,4.2
1980-02-27,-101.0800033292993,39.34999584335759,0.0,0.9,19.4,33.2,71.1,14.2,4.3
1980-02-28,-101.0800033292993,39.34999584335759,0.0,-2.0,14.9,31.1,64.2,14.6,4.6
1980-02-29,-101.0800033292993,39.34999584335759,3.1,-16.2,-0.3,41.6,100.0,4.7,6.3
1980-03-01,-101.0800033292993,39.34999584335759,0.0,-20.3,-11.7,52.1,100.0,17.1,3.3
1980-03-02,-101.0800033292993,39.34999584335759,0.0,-19.8,-0.6,67.5,100.0,16.7,5.5
1980-03-03,-101.0800033292993,39.34999584335759,0.0,-5.4,10.2,47.8,100.0,15.6,3.5
1980-03-04,-101.0800033292993,39.34999584335759,0.0,-10.8,0.8,42.0,100.0,10.2,6.4
1980-03-05,-101.0800033292993,39.34999584335759,0.0,-12.6,-4.2,45.8,90.3,15.7,4.1
1980-03-06,-101.0800033292993,39.34999584335759,0.0,-10.3,4.5,52.9,98.4,16.0,5.1
1980-03-07,-101.0800033292993,39.34999584335759,0.0,-8.5,0.2,52.8,100.0,10.2,2.5
1980-03-08,-101.0800033292993,39.34999584335759,0.0,-5.1,7.6,50.0,100.0,17.0,2.9
1980-03-09,-101.0800033292993,39.34999584335759,0.0,-2.5,11.8,28.6,97.4,17.3,4.2
1980-03-10,-101.0800033292993,39.34999584335759,0.0,-1.2,12.0,29.7,61.8,17.1,4.3
1980-03-11,-101.0800033292993,39.34999584335759,0.7,-4.8,8.7,38.3,100.0,16.7,6.2
1980-03-12,-101.0800033292993,39.34999584335759,2.2,-3.9,14.5,44.4,100.0,16.1,4.2
1980-03-13,-101.0800033292993,39.34999584335759,0.5,-2.6,11.1,25.0,96.3,18.0,4.6
1980-03-14,-101.0800033292993,39.34999584335759,0.0,-0.8,17.7,27.1,62.1,17.9,3.9
1980-03-15,-101.0800033292993,39.34999584335759,0.0,1.5,21.8,26.0,66.1,18.1,4.3
1980-03-16,-101.0800033292993,39.34999584335759,0.6,-2.0,12.5,23.8,84.1,14.9,7.1
1980-03-17,-101.0800033292993,39.34999584335759,0.0,-4.4,9.8,24.4,87.9,18.8,4.1
1980-03-18,-101.0800033292993,39.34999584335759,0.0,-2.1,18.1,23.2,62.5,19.0,7.5
1980-03-19,-101.0800033292993,39.34999584335759,0.0,-0.1,19.1,18.4,49.3,17.6,4.0
1980-03-20,-101.0800033292993,39.34999584335759,2.3,1.7,10.6,18.5,89.9,17.7,5.1
1980-03-21,-101.0800033292993,39.34999584335759,0.0,-1.8,14.9,31.1,69.4,19.0,6.7
1980-03-22,-101.0800033292993,39.34999584335759,0.0,0.7,11.8,30.5,72.5,17.3,6.1
1980-03-23,-101.0800033292993,39.34999584335759,5.0,-2.8,4.5,37.5,97.0,13.1,5.6
1980-03-24,-101.0800033292993,39.34999584335759,0.4,-5.6,4.5,41.7,100.0,19.2,3.4
1980-03-25,-101.0800033292993,39.34999584335759,2.2,-4.6,5.4,43.6,92.7,16.4,6.7
1980-03-26,-101.0800033292993,39.34999584335759,3.5,-3.8,9.0,54.0,100.0,17.4,3.3
1980-03-27,-101.0800033292993,39.34999584335759,23.1,-2.0,3.2,48.5,100.0,10.2,4.2
1980-03-28,-101.0800033292993,39.34999584335759,14.1,-2.8,2.0,67.7,100.0,10.1,6.4
1980-03-29,-101.0800033292993,39.34999584335759,3.3,-2.7,2.6,69.5,100.0,12.7,8.9
1980-03-30,-101.0800033292993,39.34999584335759,2.1,-7.1,1.2,71.9,100.0,20.6,3.1
1980-03-31,-101.0800033292993,39.34999584335759,7.0,-8.4,3.9,75.8,100.0,18.1,4.8
1980-04-01,-101.0800033292993,39.34999584335759,17.1,-4.6,2.5,71.1,100.0,11.7,5.8
1980-04-02,-101.0800033292993,39.34999584335759,9.2,-6.8,1.8,72.1,100.0,12.5,3.9
1980-04-03,-101.0800033292993,39.34999584335759,0.7,-6.5,1.7,66.6,100.0,22.4,6.2
1980-04-04,-101.0800033292993,39.34999584335759,0.0,-8.8,6.1,58.5,100.0,22.8,3.2
1980-04-05,-101.0800033292993,39.34999584335759,0.0,-2.6,12.5,55.2,91.3,21.2,3.8
1980-04-06,-101.0800033292993,39.34999584335759,0.9,0.9,17.4,39.2,85.1,22.4,3.7
1980-04-07,-101.0800033292993,39.34999584335759,0.3,3.4,15.7,24.1,74.1,18.9,4.8
1980-04-08,-101.0800033292993,39.34999584335759,0.4,0.3,12.5,23.8,80.4,22.4,7.2
1980-04-09,-101.0800033292993,39.34999584335759,0.0,-1.2,16.4,26.7,68.1,22.9,3.6
1980-04-10,-101.0800033292993,39.34999584335759,0.0,2.5,18.7,26.8,68.3,19.8,3.4
1980-04-11,-101.0800033292993,39.34999584335759,0.0,1.1,10.0,33.1,86.1,13.7,7.2
1980-04-12,-101.0800033292993,39.34999584335759,0.0,-2.9,8.7,33.6,75.0,19.9,6.3
1980-04-13,-101.0800033292993,39.34999584335759,0.0,0.1,10.8,33.0,74.4,14.9,4.7
1980-04-14,-101.0800033292993,39.34999584335759,0.0,-2.3,14.2,28.4,68.5,24.0,4.3
1980-04-15,-101.0800033292993,39.34999584335759,0.0,1.9,20.6,24.5,51.8,21.1,3.0
1980-04-16,-101.0800033292993,39.34999584335759,2.2,6.0,17.6,25.2,66.9,21.8,6.8
1980-04-17,-101.0800033292993,39.34999584335759,0.0,2.6,17.6,28.4,71.2,23.5,5.7
1980-04-18,-101.0800033292993,39.34999584335759,0.0,1.8,20.1,31.3,74.9,24.2,4.4
1980-04-19,-101.0800033292993,39.34999584335759,0.0,4.1,26.2,24.4,76.1,23.7,3.4
1980-04-20,-101.0800033292993,39.34999584335759,0.0,8.2,28.0,21.0,54.6,24.2,5.4
1980-04-21,-101.0800033292993,39.34999584335759,0.0,7.6,30.9,17.7,58.4,24.4,5.2
1980-04-22,-101.0800033292993,39.34999584335759,0.0,9.2,26.2,16.8,50.3,22.6,4.9
1980-04-23,-101.0800033292993,39.34999584335759,1.8,9.7,20.9,25.1,77.8,21.8,5.6
1980-04-24,-101.0800033292993,39.34999584335759,0.0,5.2,16.7,29.9,90.5,22.5,5.6
1980-04-25,-101.0800033292993,39.34999584335759,0.0,0.2,13.4,30.8,79.0,22.3,4.8
1980-04-26,-101.0800033292993,39.34999584335759,0.0,3.2,12.4,34.4,78.3,8.6,3.9
1980-04-27,-101.0800033292993,39.34999584335759,0.0,4.8,15.7,43.1,90.1,19.0,2.4
1980-04-28,-101.0800033292993,39.34999584335759,0.0,4.0,19.7,34.2,69.8,25.0,1.9
1980-04-29,-101.0800033292993,39.34999584335759,3.7,7.3,24.4,31.2,67.0,24.7,3.4
1980-04-30,-101.0800033292993,39.34999584335759,5.3,6.6,16.0,30.0,100.0,12.4,3.2
1980-05-01,-101.0800033292993,39.34999584335759,1.4,6.5,17.3,43.9,100.0,15.1,2.7
1980-05-02,-101.0800033292993,39.34999584335759,0.0,6.2,20.0,40.2,86.0,21.9,2.2
1980-05-03,-101.0800033292993,39.34999584335759,0.0,8.6,22.2,31.0,72.9,24.2,2.1
1980-05-04,-101.0800033292993,39.34999584335759,0.0,9.0,22.7,30.5,74.4,22.0,2.3
1980-05-05,-101.0800033292993,39.34999584335759,0.0,8.6,23.7,30.4,78.7,24.7,2.7
1980-05-06,-101.0800033292993,39.34999584335759,4.7,10.9,23.9,30.3,68.1,21.5,1.5
1980-05-07,-101.0800033292993,39.34999584335759,1.7,6.5,17.8,31.7,93.5,24.2,3.7
1980-05-08,-101.0800033292993,39.34999584335759,0.0,1.2,10.8,40.0,79.5,9.4,4.5
1980-05-09,-101.0800033292993,39.34999584335759,0.0,2.4,21.3,49.1,97.5,24.8,6.8
1980-05-10,-101.0800033292993,39.34999584335759,0.0,7.8,24.7,27.1,97.4,23.9,3.8
1980-05-11,-101.0800033292993,39.34999584335759,0.0,4.4,16.4,27.1,98.6,24.0,5.2
1980-05-12,-101.0800033292993,39.34999584335759,0.0,1.7,17.6,39.5,91.7,20.8,3.4
1980-05-13,-101.0800033292993,39.34999584335759,1.1,0.8,17.4,32.6,99.2,25.8,3.0
1980-05-14,-101.0800033292993,39.34999584335759,0.0,5.8,19.8,33.2,81.8,20.6,5.6
1980-05-15,-101.0800033292993,39.34999584335759,20.3,3.7,11.3,38.4,100.0,8.3,6.0
1980-05-16,-101.0800033292993,39.34999584335759,22.3,3.3,11.7,72.6,100.0,9.9,5.9
1980-05-17,-101.0800033292993,39.34999584335759,2.1,3.6,14.7,59.0,100.0,16.3,4.0
1980-05-18,-101.0800033292993,39.34999584335759,1.9,2.9,15.7,50.8,100.0,15.7,3.6
1980-05-19,-101.0800033292993,39.34999584335759,0.0,4.5,21.3,39.1,87.1,25.8,2.5
1980-05-20,-101.0800033292993,39.34999584335759,0.0,8.2,23.9,37.4,90.8,24.6,2.8
1980-05-21,-101.0800033292993,39.34999584335759,0.0,8.5,24.0,33.8,87.6,26.1,3.5
1980-05-22,-101.0800033292993,39.34999584335759,0.0,7.6,23.1,31.4,93.6,26.3,5.1
1980-05-23,-101.0800033292993,39.34999584335759,0.0,8.3,25.0,36.5,98.4,25.3,7.4
1980-05-24,-101.0800033292993,39.34999584335759,0.0,9.9,28.6,39.4,100.0,26.1,6.2
1980-05-25,-101.0800033292993,39.34999584335759,0.0,10.6,27.7,13.3,98.7,27.2,4.8
1980-05-26,-101.0800033292993,39.34999584335759,0.0,11.9,29.9,17.0,70.2,25.7,4.5
1980-05-27,-101.0800033292993,39.34999584335759,0.0,15.2,28.2,17.4,83.9,25.8,7.2
1980-05-28,-101.0800033292993,39.34999584335759,0.0,12.4,29.1,34.9,95.7,26.0,6.6
1980-05-29,-101.0800033292993,39.34999584335759,0.0,14.6,29.2,22.3,96.3,26.5,5.7
1980-05-30,-101.0800033292993,39.34999584335759,2.1,9.6,25.4,17.9,83.1,23.7,3.9
1980-05-31,-101.0800033292993,39.34999584335759,0.0,10.7,31.2,27.5,93.7,26.0,5.6
1980-06-01,-101.0800033292993,39.34999584335759,0.0,11.2,27.2,19.1,92.1,27.6,4.7
1980-06-02,-101.0800033292993,39.34999584335759,2.0,12.3,27.0,26.8,100.0,27.9,3.3
1980-06-03,-101.0800033292993,39.34999584335759,0.0,11.3,32.1,24.5,85.6,28.7,5.5
1980-06-04,-101.0800033292993,39.34999584335759,0.0,15.2,34.6,14.3,100.0,28.9,5.0
1980-06-05,-101.0800033292993,39.34999584335759,0.0,15.5,34.0,13.5,82.6,29.0,3.6
1980-06-06,-101.0800033292993,39.34999584335759,0.0,15.4,34.7,15.5,71.9,28.2,3.9
1980-06-07,-101.0800033292993,39.34999584335759,0.0,13.0,25.6,15.5,79.3,28.3,5.9
1980-06-08,-101.0800033292993,39.34999584335759,0.4,8.6,22.3,30.7,93.5,26.4,3.8
1980-06-09,-101.0800033292993,39.34999584335759,0.0,9.2,25.3,32.4,78.5,28.6,2.3
1980-06-10,-101.0800033292993,39.34999584335759,0.0,11.2,28.1,32.1,81.1,28.3,4.0
1980-06-11,-101.0800033292993,39.34999584335759,0.0,14.0,30.2,34.9,91.0,28.0,8.1
1980-06-12,-101.0800033292993,39.34999584335759,0.0,14.7,34.1,22.1,97.1,28.6,4.8
1980-06-13,-101.0800033292993,39.34999584335759,0.0,15.6,35.1,15.4,96.2,28.9,3.4
1980-06-14,-101.0800033292993,39.34999584335759,0.0,16.6,36.6,14.4,88.1,28.6,2.8
1980-06-15,-101.0800033292993,39.34999584335759,9.3,16.1,29.5,12.8,88.9,26.2,4.8
1980-06-16,-101.0800033292993,39.34999584335759,11.2,12.3,21.0,32.1,100.0,21.8,4.9
1980-06-17,-101.0800033292993,39.34999584335759,0.0,9.6,27.6,45.1,100.0,27.5,3.2
1980-06-18,-101.0800033292993,39.34999584335759,4.6,14.1,32.1,35.5,100.0,27.2,3.5
1980-06-19,-101.0800033292993,39.34999584335759,13.6,16.6,27.5,32.3,89.4,22.0,4.4
1980-06-20,-101.0800033292993,39.34999584335759,0.6,12.3,27.5,39.6,100.0,28.1,3.4
1980-06-21,-101.0800033292993,39.34999584335759,2.9,13.2,29.3,40.3,100.0,26.3,5.0
1980-06-22,-101.0800033292993,39.34999584335759,1.4,17.1,31.2,33.1,100.0,28.2,3.2
1980-06-23,-101.0800033292993,39.34999584335759,0.0,16.1,34.4,33.1,91.6,28.1,5.8
1980-06-24,-101.0800033292993,39.34999584335759,0.0,18.3,35.6,29.9,100.0,28.2,3.9
1980-06-25,-101.0800033292993,39.34999584335759,0.0,19.5,36.5,30.7,91.7,28.0,3.2
1980-06-26,-101.0800033292993,39.34999584335759,0.0,20.8,39.5,20.0,84.9,28.1,4.7
1980-06-27,-101.0800033292993,39.34999584335759,0.0,19.1,37.3,12.9,48.1,28.4,4.7
1980-06-28,-101.0800033292993,39.34999584335759,0.0,17.5,33.0,13.2,44.7,28.5,2.7
1980-06-29,-101.0800033292993,39.34999584335759,0.0,17.7,34.7,19.3,56.1,28.2,4.5
1980-06-30,-101.0800033292993,39.34999584335759,0.4,16.6,38.8,15.7,81.4,28.2,3.5
1980-07-01,-101.0800033292993,39.34999584335759,0.3,19.6,33.9,15.4,59.3,27.7,5.1
1980-07-02,-101.0800033292993,39.34999584335759,16.5,15.4,29.0,30.7,100.0,25.7,4.9
1980-07-03,-101.0800033292993,39.34999584335759,1.1,16.0,33.4,29.3,100.0,27.7,2.3
1980-07-04,-101.0800033292993,39.34999584335759,0.0,18.1,36.7,23.3,92.0,27.9,3.0
1980-07-05,-101.0800033292993,39.34999584335759,0.0,18.7,37.1,20.1,76.1,27.7,3.4
1980-07-06,-101.0800033292993,39.34999584335759,0.0,18.1,38.2,19.8,70.5,28.0,5.6
1980-07-07,-101.0800033292993,39.34999584335759,0.0,18.9,37.5,18.9,68.3,27.7,5.1
1980-07-08,-101.0800033292993,39.34999584335759,0.0,18.3,35.1,20.6,69.2,27.4,2.5
1980-07-09,-101.0800033292993,39.34999584335759,0.3,20.9,37.9,21.6,67.5,27.2,1.8
1980-07-10,-101.0800033292993,39.34999584335759,0.0,21.7,39.2,20.9,57.4,27.1,3.7
1980-07-11,-101.0800033292993,39.34999584335759,0.0,19.7,38.9,18.0,63.3,27.3,2.9
1980-07-12,-101.0800033292993,39.34999584335759,0.4,21.0,37.6,18.4,63.6,27.4,4.3
1980-07-13,-101.0800033292993,39.34999584335759,0.0,18.9,38.4,19.0,66.7,27.3,5.3
1980-07-14,-101.0800033292993,39.34999584335759,3.4,21.0,37.1,17.1,59.7,26.4,2.9
1980-07-15,-101.0800033292993,39.34999584335759,1.4,20.3,37.6,20.2,75.6,26.7,2.8
1980-07-16,-101.0800033292993,39.34999584335759,0.0,18.6,35.9,18.5,75.2,27.3,3.9
1980-07-17,-101.0800033292993,39.34999584335759,0.9,19.5,38.9,18.5,67.4,27.0,6.0
1980-07-18,-101.0800033292993,39.34999584335759,0.6,19.4,35.7,16.5,51.4,27.1,4.5
1980-07-19,-101.0800033292993,39.34999584335759,1.4,19.0,39.0,17.8,60.0,26.3,6.4
1980-07-20,-101.0800033292993,39.34999584335759,0.4,18.6,36.6,17.0,64.9,26.8,4.2
1980-07-21,-101.0800033292993,39.34999584335759,1.1,15.8,30.4,22.4,100.0,26.4,4.5
1980-07-22,-101.0800033292993,39.34999584335759,0.0,15.1,32.0,35.9,89.5,23.1,3.9
1980-07-23,-101.0800033292993,39.34999584335759,13.1,17.0,33.4,28.5,96.4,26.3,4.9
1980-07-24,-101.0800033292993,39.34999584335759,1.2,16.1,35.0,25.4,96.0,26.7,3.8
1980-07-25,-101.0800033292993,39.34999584335759,15.4,18.8,32.2,23.9,82.2,26.4,3.6
1980-07-26,-101.0800033292993,39.34999584335759,0.0,13.4,29.4,30.9,100.0,26.4,2.8
1980-07-27,-101.0800033292993,39.34999584335759,0.0,16.2,32.8,31.7,88.7,26.4,2.4
1980-07-28,-101.0800033292993,39.34999584335759,0.0,16.6,36.7,20.0,77.5,26.7,3.7
1980-07-29,-101.0800033292993,39.34999584335759,0.0,18.4,38.8,17.7,65.6,26.5,6.0
1980-07-30,-101.0800033292993,39.34999584335759,0.0,19.4,36.5,16.2,56.4,22.9,4.0
1980-07-31,-101.0800033292993,39.34999584335759,0.0,18.1,36.1,19.8,80.8,25.7,1.9
1980-08-01,-101.0800033292993,39.34999584335759,4.4,21.6,38.0,20.0,66.3,26.1,2.6
1980-08-02,-101.0800033292993,39.34999584335759,0.7,21.0,34.7,17.3,61.3,25.3,3.3
1980-08-03,-101.0800033292993,39.34999584335759,0.0,18.2,37.1,19.5,67.7,26.2,6.3
1980-08-04,-101.0800033292993,39.34999584335759,0.0,17.2,30.2,18.0,74.9,26.6,4.9
1980-08-05,-101.0800033292993,39.34999584335759,0.0,14.1,36.0,23.5,80.5,25.4,4.0
1980-08-06,-101.0800033292993,39.34999584335759,0.0,18.3,38.1,22.8,78.1,25.8,6.9
1980-08-07,-101.0800033292993,39.34999584335759,0.6,19.8,37.9,19.6,67.3,25.8,7.4
1980-08-08,-101.0800033292993,39.34999584335759,0.0,19.2,35.4,19.5,63.8,25.4,4.2
1980-08-09,-101.0800033292993,39.34999584335759,0.0,18.3,36.3,25.1,72.6,25.3,4.8
1980-08-10,-101.0800033292993,39.34999584335759,3.7,18.3,36.9,21.4,68.3,25.3,3.2
1980-08-11,-101.0800033292993,39.34999584335759,0.5,14.7,31.3,21.1,100.0,25.2,4.6
1980-08-12,-101.0800033292993,39.34999584335759,0.0,14.9,35.2,21.6,89.1,25.2,7.5
1980-08-13,-101.0800033292993,39.34999584335759,0.0,16.5,33.6,21.0,76.4,24.0,3.9
1980-08-14,-101.0800033292993,39.34999584335759,28.3,15.8,26.8,26.7,100.0,17.8,3.9
1980-08-15,-101.0800033292993,39.34999584335759,32.8,13.7,25.3,52.9,100.0,14.6,3.3
1980-08-16,-101.0800033292993,39.34999584335759,6.6,16.6,31.6,33.3,100.0,23.4,2.8
1980-08-17,-101.0800033292993,39.34999584335759,0.7,17.9,29.4,33.0,96.3,24.3,3.8
1980-08-18,-101.0800033292993,39.34999584335759,0.0,15.8,33.5,29.7,100.0,24.7,6.3
1980-08-19,-101.0800033292993,39.34999584335759,0.0,17.2,33.7,29.0,90.8,24.3,7.1
1980-08-20,-101.0800033292993,39.34999584335759,0.0,15.9,28.9,21.5,95.7,24.5,5.2
1980-08-21,-101.0800033292993,39.34999584335759,0.0,13.7,28.3,20.7,58.1,21.3,3.6
1980-08-22,-101.0800033292993,39.34999584335759,0.0,12.8,32.5,30.8,90.3,24.0,7.0
1980-08-23,-101.0800033292993,39.34999584335759,0.0,15.7,34.4,23.3,85.2,23.5,7.5
1980-08-24,-101.0800033292993,39.34999584335759,0.0,16.8,34.7,21.3,75.7,23.7,5.7
1980-08-25,-101.0800033292993,39.34999584335759,1.0,17.3,34.6,21.7,69.5,22.7,4.7
1980-08-26,-101.0800033292993,39.34999584335759,2.5,14.1,26.2,23.1,100.0,19.1,3.8
1980-08-27,-101.0800033292993,39.34999584335759,1.2,10.5,27.7,47.1,100.0,22.0,4.4
1980-08-28,-101.0800033292993,39.34999584335759,0.0,12.9,31.9,32.4,100.0,23.3,5.1
1980-08-29,-101.0800033292993,39.34999584335759,0.6,13.8,34.0,22.7,92.6,23.1,3.5
1980-08-30,-101.0800033292993,39.34999584335759,1.1,16.1,28.3,19.8,74.6,22.7,5.1
1980-08-31,-101.0800033292993,39.34999584335759,8.1,11.6,28.3,38.3,100.0,22.0,2.8
1980-09-01,-101.0800033292993,39.34999584335759,6.0,15.1,27.3,36.0,95.3,21.2,3.1
1980-09-02,-101.0800033292993,39.34999584335759,0.0,12.5,30.9,36.1,91.5,21.0,6.4
1980-09-03,-101.0800033292993,39.34999584335759,0.0,15.1,33.9,20.0,91.2,21.2,5.5
1980-09-04,-101.0800033292993,39.34999584335759,0.0,13.3,28.1,17.2,78.1,20.8,4.4
1980-09-05,-101.0800033292993,39.34999584335759,0.0,14.9,33.7,27.1,79.9,20.5,4.5
1980-09-06,-101.0800033292993,39.34999584335759,0.0,15.4,32.1,25.7,83.4,20.1,5.3
1980-09-07,-101.0800033292993,39.34999584335759,0.0,15.5,31.6,27.4,83.1,19.9,7.2
1980-09-08,-101.0800033292993,39.34999584335759,5.0,14.9,31.5,29.6,95.7,19.9,5.1
1980-09-09,-101.0800033292993,39.34999584335759,11.8,8.1,24.8,31.7,100.0,6.7,5.7
1980-09-10,-101.0800033292993,39.34999584335759,0.0,9.2,21.2,51.6,80.8,8.5,4.9
1980-09-11,-101.0800033292993,39.34999584335759,0.0,12.0,29.3,36.4,100.0,19.7,4.7
1980-09-12,-101.0800033292993,39.34999584335759,0.0,15.0,29.0,27.8,76.1,19.7,3.5
1980-09-13,-101.0800033292993,39.34999584335759,0.0,11.6,26.3,27.6,84.3,19.4,3.5
1980-09-14,-101.0800033292993,39.34999584335759,0.0,11.3,25.9,34.3,88.9,18.1,5.0
1980-09-15,-101.0800033292993,39.34999584335759,0.0,12.5,31.3,24.1,100.0,19.4,3.3
1980-09-16,-101.0800033292993,39.34999584335759,0.0,6.3,22.3,21.5,84.9,18.1,4.4
1980-09-17,-101.0800033292993,39.34999584335759,0.0,3.5,26.5,27.3,92.6,19.3,4.2
1980-09-18,-101.0800033292993,39.34999584335759,0.0,10.5,31.3,21.6,69.9,19.1,3.7
1980-09-19,-101.0800033292993,39.34999584335759,0.0,14.2,34.4,19.9,71.3,18.8,6.4
1980-09-20,-101.0800033292993,39.34999584335759,0.0,13.2,26.4,18.3,76.6,18.7,3.9
1980-09-21,-101.0800033292993,39.34999584335759,0.0,10.0,31.1,18.5,84.4,18.7,3.3
1980-09-22,-101.0800033292993,39.34999584335759,0.0,8.6,21.0,17.6,65.7,18.8,5.6
