date,longitude,latitude,prcp,tmin,tmax,rmin,rmax,srad,wspd
1991-03-22,-101.0800033292993,39.34999584335759,0.9,-0.4,10.9,23.6,79.1,12.4,5.2
1991-03-23,-101.0800033292993,39.34999584335759,0.0,-1.3,15.4,23.6,100.0,19.3,4.4
1991-03-24,-101.0800033292993,39.34999584335759,0.0,-0.3,20.4,18.9,69.2,19.5,3.7
1991-03-25,-101.0800033292993,39.34999584335759,0.0,3.3,24.6,12.3,60.5,19.4,4.9
1991-03-26,-101.0800033292993,39.34999584335759,0.3,5.1,21.7,11.6,46.8,16.0,6.1
1991-03-27,-101.0800033292993,39.34999584335759,1.8,-3.4,10.9,21.2,100.0,18.4,7.1
1991-03-28,-101.0800033292993,39.34999584335759,0.0,-0.9,13.1,25.2,77.6,19.8,3.6
1991-03-29,-101.0800033292993,39.34999584335759,0.6,-4.6,9.5,24.3,100.0,15.0,5.8
1991-03-30,-101.0800033292993,39.34999584335759,0.0,-6.3,12.0,34.5,100.0,19.7,3.9
1991-03-31,-101.0800033292993,39.34999584335759,0.0,-1.1,16.9,23.4,91.9,20.4,3.8
1991-04-01,-101.0800033292993,39.34999584335759,0.0,1.6,20.1,22.2,67.7,21.5,5.3
1991-04-02,-101.0800033292993,39.34999584335759,2.7,3.9,13.8,20.3,100.0,12.8,5.8
1991-04-03,-101.0800033292993,39.34999584335759,0.0,0.4,17.0,42.8,100.0,21.3,2.3
1991-04-04,-101.0800033292993,39.34999584335759,0.0,4.1,21.5,21.4,90.4,21.8,3.3
1991-04-05,-101.0800033292993,39.34999584335759,0.0,6.7,25.9,17.8,69.4,21.9,5.1
1991-04-06,-101.0800033292993,39.34999584335759,0.0,7.5,27.2,16.4,65.6,22.3,5.6
1991-04-07,-101.0800033292993,39.34999584335759,0.0,6.8,24.9,15.4,82.7,22.3,4.2
1991-04-08,-101.0800033292993,39.34999584335759,0.0,4.7,16.6,21.5,79.7,21.5,6.5
1991-04-09,-101.0800033292993,39.34999584335759,0.0,0.6,12.6,18.6,76.0,23.1,4.4
1991-04-10,-101.0800033292993,39.34999584335759,0.6,-0.6,18.4,21.7,63.3,22.5,10.4
1991-04-11,-101.0800033292993,39.34999584335759,1.4,2.9,23.7,17.7,98.7,22.5,6.7
1991-04-12,-101.0800033292993,39.34999584335759,0.0,7.6,21.4,14.2,100.0,21.7,4.1
1991-04-13,-101.0800033292993,39.34999584335759,0.0,-2.2,12.0,19.7,88.5,23.7,5.2
1991-04-14,-101.0800033292993,39.34999584335759,0.0,-0.7,13.0,22.0,65.7,18.4,3.1
1991-04-15,-101.0800033292993,39.34999584335759,0.0,0.7,20.4,18.7,76.6,23.3,4.1
1991-04-16,-101.0800033292993,39.34999584335759,0.0,1.4,16.0,17.7,95.4,22.5,5.0
1991-04-17,-101.0800033292993,39.34999584335759,0.0,-0.4,17.2,38.9,100.0,19.9,4.0
1991-04-18,-101.0800033292993,39.34999584335759,0.9,1.2,16.3,44.9,100.0,21.4,4.2
1991-04-19,-101.0800033292993,39.34999584335759,2.1,0.6,13.8,40.6,100.0,23.5,4.1
1991-04-20,-101.0800033292993,39.34999584335759,0.4,-2.0,12.2,40.5,100.0,17.5,3.5
1991-04-21,-101.0800033292993,39.34999584335759,17.1,1.3,8.0,43.1,100.0,8.5,5.1
1991-04-22,-101.0800033292993,39.34999584335759,0.4,-1.1,17.2,32.9,100.0,24.2,3.4
1991-04-23,-101.0800033292993,39.34999584335759,0.0,3.6,17.4,26.8,74.9,20.3,3.3
1991-04-24,-101.0800033292993,39.34999584335759,0.5,2.4,19.7,28.0,86.0,21.3,5.6
1991-04-25,-101.0800033292993,39.34999584335759,0.0,4.4,23.5,31.8,100.0,24.2,7.8
1991-04-26,-101.0800033292993,39.34999584335759,0.4,7.3,20.3,17.9,100.0,16.9,6.2
1991-04-27,-101.0800033292993,39.34999584335759,2.7,1.9,15.0,15.3,62.7,24.3,4.7
1991-04-28,-101.0800033292993,39.34999584335759,7.9,1.8,12.3,15.6,94.5,16.4,5.0
1991-04-29,-101.0800033292993,39.34999584335759,4.0,2.3,12.4,32.5,100.0,14.6,6.2
1991-04-30,-101.0800033292993,39.34999584335759,0.0,0.2,11.0,31.5,83.6,18.5,4.5
1991-05-01,-101.0800033292993,39.34999584335759,1.6,-0.4,17.7,25.4,80.9,24.7,4.7
1991-05-02,-101.0800033292993,39.34999584335759,3.9,4.2,22.0,25.3,86.8,21.0,9.4
1991-05-03,-101.0800033292993,39.34999584335759,1.9,8.1,18.5,37.9,100.0,23.8,4.5
1991-05-04,-101.0800033292993,39.34999584335759,13.9,2.3,9.0,37.4,100.0,12.5,5.6
1991-05-05,-101.0800033292993,39.34999584335759,0.5,-0.9,13.5,37.4,100.0,21.2,4.0
1991-05-06,-101.0800033292993,39.34999584335759,0.0,2.0,20.6,23.1,84.8,24.6,3.7
1991-05-07,-101.0800033292993,39.34999584335759,0.0,7.8,20.8,22.6,76.0,20.8,3.3
1991-05-08,-101.0800033292993,39.34999584335759,0.0,7.1,22.6,32.7,89.9,24.9,4.6
1991-05-09,-101.0800033292993,39.34999584335759,0.0,7.7,24.9,34.1,100.0,24.7,9.8
1991-05-10,-101.0800033292993,39.34999584335759,0.0,10.3,26.6,40.2,100.0,24.2,10.1
1991-05-11,-101.0800033292993,39.34999584335759,0.0,11.7,29.5,37.9,100.0,24.2,8.5
1991-05-12,-101.0800033292993,39.34999584335759,0.0,15.0,28.8,12.9,100.0,25.6,5.8
1991-05-13,-101.0800033292993,39.34999584335759,0.0,9.3,25.9,13.3,53.2,25.2,4.3
1991-05-14,-101.0800033292993,39.34999584335759,0.3,12.0,28.3,25.8,76.7,23.9,7.0
1991-05-15,-101.0800033292993,39.34999584335759,4.2,12.8,28.0,24.8,100.0,24.4,8.0
1991-05-16,-101.0800033292993,39.34999584335759,7.8,12.6,22.5,29.2,100.0,20.3,4.3
1991-05-17,-101.0800033292993,39.34999584335759,0.0,6.7,20.9,36.0,100.0,24.2,4.2
1991-05-18,-101.0800033292993,39.34999584335759,0.0,8.2,24.8,46.1,100.0,25.2,6.4
1991-05-19,-101.0800033292993,39.34999584335759,0.0,10.5,27.7,32.6,100.0,25.5,7.7
1991-05-20,-101.0800033292993,39.34999584335759,0.0,10.7,25.8,31.5,100.0,24.9,7.7
1991-05-21,-101.0800033292993,39.34999584335759,4.5,12.2,27.4,34.8,100.0,21.2,8.1
1991-05-22,-101.0800033292993,39.34999584335759,7.8,13.7,24.2,32.9,100.0,20.7,7.3
1991-05-23,-101.0800033292993,39.34999584335759,18.7,15.0,23.6,44.7,100.0,21.2,3.9
1991-05-24,-101.0800033292993,39.34999584335759,17.3,14.0,22.2,41.9,100.0,19.3,2.6
1991-05-25,-101.0800033292993,39.34999584335759,3.8,12.7,21.7,36.7,100.0,21.4,2.0
1991-05-26,-101.0800033292993,39.34999584335759,4.1,11.8,27.8,40.1,95.7,25.7,3.7
1991-05-27,-101.0800033292993,39.34999584335759,0.8,14.2,28.5,39.1,100.0,25.1,4.1
1991-05-28,-101.0800033292993,39.34999584335759,12.2,16.1,30.2,31.7,81.9,25.3,7.7
1991-05-29,-101.0800033292993,39.34999584335759,2.9,15.9,26.5,30.5,100.0,25.5,4.5
1991-05-30,-101.0800033292993,39.34999584335759,0.0,15.3,28.1,34.4,93.8,25.1,7.4
1991-05-31,-101.0800033292993,39.34999584335759,1.0,15.0,30.8,24.8,100.0,26.0,4.3
1991-06-01,-101.0800033292993,39.34999584335759,0.8,16.1,29.4,24.0,100.0,25.1,4.9
1991-06-02,-101.0800033292993,39.34999584335759,0.3,12.7,28.5,32.2,100.0,26.6,4.8
1991-06-03,-101.0800033292993,39.34999584335759,0.5,12.1,27.6,26.8,100.0,25.2,4.0
1991-06-04,-101.0800033292993,39.34999584335759,0.3,12.8,28.3,25.2,85.7,27.2,2.5
1991-06-05,-101.0800033292993,39.34999584335759,5.8,15.7,29.6,28.8,83.4,27.3,4.3
1991-06-06,-101.0800033292993,39.34999584335759,16.0,14.9,22.1,34.8,100.0,17.7,5.2
1991-06-07,-101.0800033292993,39.34999584335759,6.2,12.2,22.7,47.9,100.0,20.3,5.3
1991-06-08,-101.0800033292993,39.34999584335759,9.2,12.7,28.9,37.2,100.0,28.1,4.2
1991-06-09,-101.0800033292993,39.34999584335759,1.9,13.6,28.9,35.1,100.0,27.5,5.5
1991-06-10,-101.0800033292993,39.34999584335759,6.7,16.1,26.3,35.0,100.0,23.9,2.7
1991-06-11,-101.0800033292993,39.34999584335759,0.0,13.8,28.2,38.7,100.0,28.2,4.3
1991-06-12,-101.0800033292993,39.34999584335759,0.0,14.9,29.8,32.9,98.0,27.9,4.8
1991-06-13,-101.0800033292993,39.34999584335759,0.0,15.7,31.2,29.7,89.0,28.1,4.5
1991-06-14,-101.0800033292993,39.34999584335759,0.0,16.5,31.5,26.5,72.0,26.4,1.7
1991-06-15,-101.0800033292993,39.34999584335759,0.4,16.3,26.9,23.8,74.1,27.3,3.5
1991-06-16,-101.0800033292993,39.34999584335759,4.5,12.7,29.4,33.9,83.8,28.2,5.1
1991-06-17,-101.0800033292993,39.34999584335759,0.0,15.4,32.8,25.2,90.1,28.4,4.1
1991-06-18,-101.0800033292993,39.34999584335759,15.4,18.3,32.6,24.3,90.2,28.2,5.2
1991-06-19,-101.0800033292993,39.34999584335759,1.9,17.6,30.3,29.2,94.4,26.8,6.6
1991-06-20,-101.0800033292993,39.34999584335759,0.6,17.4,33.0,31.2,89.2,27.7,6.2
1991-06-21,-101.0800033292993,39.34999584335759,1.2,18.4,31.3,24.5,88.2,27.8,4.6
1991-06-22,-101.0800033292993,39.34999584335759,11.7,13.7,28.1,34.8,100.0,27.6,4.9
1991-06-23,-101.0800033292993,39.34999584335759,4.3,14.4,27.3,38.4,100.0,27.5,5.2
1991-06-24,-101.0800033292993,39.34999584335759,0.0,14.6,31.7,43.1,100.0,28.0,7.3
1991-06-25,-101.0800033292993,39.34999584335759,0.0,17.7,36.2,27.1,92.2,28.0,9.2
1991-06-26,-101.0800033292993,39.34999584335759,0.0,19.0,34.6,25.0,68.1,27.0,9.9
1991-06-27,-101.0800033292993,39.34999584335759,0.0,17.6,34.4,25.7,88.1,28.1,7.2
1991-06-28,-101.0800033292993,39.34999584335759,0.0,18.3,34.9,26.2,81.9,28.0,8.7
1991-06-29,-101.0800033292993,39.34999584335759,0.0,18.4,35.8,27.2,80.4,27.1,7.9
1991-06-30,-101.0800033292993,39.34999584335759,2.8,17.1,36.1,23.3,84.8,27.7,5.3
1991-07-01,-101.0800033292993,39.34999584335759,2.7,18.3,31.5,24.1,100.0,27.1,2.9
1991-07-02,-101.0800033292993,39.34999584335759,2.2,18.6,31.1,29.3,100.0,26.6,2.6
1991-07-03,-101.0800033292993,39.34999584335759,2.8,17.0,29.2,27.0,94.6,28.0,3.1
1991-07-04,-101.0800033292993,39.34999584335759,0.0,14.9,33.0,18.4,70.9,28.3,2.5
1991-07-05,-101.0800033292993,39.34999584335759,0.0,16.8,37.3,14.6,64.8,28.2,5.0
1991-07-06,-101.0800033292993,39.34999584335759,0.3,18.0,38.5,14.1,60.3,28.0,3.9
1991-07-07,-101.0800033292993,39.34999584335759,3.9,18.5,34.9,13.8,72.7,25.3,5.4
1991-07-08,-101.0800033292993,39.34999584335759,4.5,14.0,32.3,26.0,95.2,26.6,5.0
1991-07-09,-101.0800033292993,39.34999584335759,10.0,18.7,33.9,30.6,98.9,26.2,2.8
1991-07-10,-101.0800033292993,39.34999584335759,11.4,18.3,30.9,25.2,100.0,24.8,3.7
1991-07-11,-101.0800033292993,39.34999584335759,12.8,20.0,30.6,38.0,100.0,21.7,2.2
1991-07-12,-101.0800033292993,39.34999584335759,2.8,17.8,30.1,33.5,100.0,24.5,2.5
1991-07-13,-101.0800033292993,39.34999584335759,0.0,14.5,29.1,34.0,95.8,27.1,3.5
1991-07-14,-101.0800033292993,39.34999584335759,0.0,13.8,30.4,36.1,100.0,27.3,5.3
1991-07-15,-101.0800033292993,39.34999584335759,0.0,14.7,31.1,37.9,100.0,27.3,7.8
1991-07-16,-101.0800033292993,39.34999584335759,0.0,16.3,33.3,32.1,100.0,27.1,7.2
1991-07-17,-101.0800033292993,39.34999584335759,0.0,16.5,35.1,27.3,93.1,27.1,6.4
1991-07-18,-101.0800033292993,39.34999584335759,0.0,17.0,36.0,22.6,82.6,27.0,4.6
1991-07-19,-101.0800033292993,39.34999584335759,1.1,20.4,34.5,21.5,75.7,25.5,2.3
1991-07-20,-101.0800033292993,39.34999584335759,0.0,19.1,36.0,26.3,81.7,25.0,3.0
1991-07-21,-101.0800033292993,39.34999584335759,6.6,19.5,36.1,24.3,77.4,25.3,5.2
1991-07-22,-101.0800033292993,39.34999584335759,6.8,18.8,32.9,24.0,100.0,21.6,3.3
1991-07-23,-101.0800033292993,39.34999584335759,20.8,11.7,24.8,31.3,100.0,14.8,5.8
1991-07-24,-101.0800033292993,39.34999584335759,1.0,10.3,21.3,60.8,100.0,14.2,1.7
1991-07-25,-101.0800033292993,39.34999584335759,2.0,11.3,26.0,39.4,100.0,22.2,2.9
1991-07-26,-101.0800033292993,39.34999584335759,0.0,11.9,28.1,35.6,99.0,24.8,6.0
1991-07-27,-101.0800033292993,39.34999584335759,0.3,13.0,30.3,34.6,100.0,25.3,3.4
1991-07-28,-101.0800033292993,39.34999584335759,0.0,15.3,30.7,30.2,89.0,26.5,2.8
1991-07-29,-101.0800033292993,39.34999584335759,0.0,14.8,33.5,26.6,85.2,26.4,4.3
1991-07-30,-101.0800033292993,39.34999584335759,0.0,16.0,36.0,21.6,72.0,26.2,4.3
1991-07-31,-101.0800033292993,39.34999584335759,0.7,18.7,35.4,20.4,65.5,26.2,2.7
1991-08-01,-101.0800033292993,39.34999584335759,0.4,17.7,36.2,23.0,74.5,26.2,4.7
1991-08-02,-101.0800033292993,39.34999584335759,23.1,19.0,34.8,20.9,65.0,24.4,4.4
1991-08-03,-101.0800033292993,39.34999584335759,13.4,15.3,26.5,25.0,100.0,14.9,4.2
1991-08-04,-101.0800033292993,39.34999584335759,2.5,12.7,21.4,64.4,100.0,11.8,3.0
1991-08-05,-101.0800033292993,39.34999584335759,0.6,11.8,29.5,51.3,100.0,24.7,3.8
1991-08-06,-101.0800033292993,39.34999584335759,0.0,16.7,31.9,36.9,98.1,23.7,4.5
1991-08-07,-101.0800033292993,39.34999584335759,0.0,16.7,32.1,34.7,97.3,25.3,5.1
1991-08-08,-101.0800033292993,39.34999584335759,0.0,17.5,29.4,33.3,92.0,25.4,4.2
1991-08-09,-101.0800033292993,39.34999584335759,0.0,11.8,24.9,37.4,100.0,24.7,3.6
1991-08-10,-101.0800033292993,39.34999584335759,0.0,10.0,25.2,46.6,100.0,24.9,5.5
1991-08-11,-101.0800033292993,39.34999584335759,0.8,12.2,27.6,47.4,99.3,24.6,6.6
1991-08-12,-101.0800033292993,39.34999584335759,2.8,12.7,26.8,40.5,100.0,20.3,5.9
1991-08-13,-101.0800033292993,39.34999584335759,1.0,10.7,24.1,44.5,100.0,23.8,3.6
1991-08-14,-101.0800033292993,39.34999584335759,0.0,10.1,26.8,40.1,100.0,25.5,4.3
1991-08-15,-101.0800033292993,39.34999584335759,0.0,12.0,30.9,38.2,100.0,24.3,5.1
1991-08-16,-101.0800033292993,39.34999584335759,0.0,16.1,31.9,28.4,100.0,24.7,4.3
1991-08-17,-101.0800033292993,39.34999584335759,0.0,16.9,29.8,27.5,77.0,24.5,1.6
1991-08-18,-101.0800033292993,39.34999584335759,0.6,16.6,31.0,33.2,81.0,24.0,2.2
1991-08-19,-101.0800033292993,39.34999584335759,1.9,15.2,30.1,31.6,98.2,23.8,4.1
1991-08-20,-101.0800033292993,39.34999584335759,0.7,15.6,30.8,34.2,100.0,23.2,2.9
1991-08-21,-101.0800033292993,39.34999584335759,1.5,16.4,32.5,26.4,91.6,24.1,1.9
1991-08-22,-101.0800033292993,39.34999584335759,4.5,16.9,34.2,23.3,82.0,23.7,3.8
1991-08-23,-101.0800033292993,39.34999584335759,0.0,17.0,32.2,22.0,94.8,22.9,5.3
1991-08-24,-101.0800033292993,39.34999584335759,0.0,15.6,32.6,30.8,89.2,23.7,6.7
1991-08-25,-101.0800033292993,39.34999584335759,0.0,15.8,32.9,31.1,87.2,23.7,6.7
1991-08-26,-101.0800033292993,39.34999584335759,0.0,15.7,32.3,28.7,83.7,23.7,6.5
1991-08-27,-101.0800033292993,39.34999584335759,0.0,15.6,32.9,31.0,84.5,23.3,6.6
1991-08-28,-101.0800033292993,39.34999584335759,0.0,15.5,32.5,28.8,88.7,23.1,6.4
1991-08-29,-101.0800033292993,39.34999584335759,0.3,16.2,31.7,28.0,96.7,20.6,3.0
1991-08-30,-101.0800033292993,39.34999584335759,0.0,17.2,32.2,25.4,89.6,22.2,3.1
1991-08-31,-101.0800033292993,39.34999584335759,0.0,13.7,31.0,27.0,98.3,22.7,3.4
1991-09-01,-101.0800033292993,39.34999584335759,0.0,11.8,29.1,24.9,100.0,20.6,4.9
1991-09-02,-101.0800033292993,39.34999584335759,0.5,12.0,30.7,35.3,100.0,20.1,5.0
1991-09-03,-101.0800033292993,39.34999584335759,0.0,14.0,32.7,29.5,100.0,18.8,4.3
1991-09-04,-101.0800033292993,39.34999584335759,0.0,11.3,29.0,27.8,91.5,20.7,5.5
1991-09-05,-101.0800033292993,39.34999584335759,0.0,10.1,31.1,28.2,98.3,20.2,5.5
1991-09-06,-101.0800033292993,39.34999584335759,0.0,11.9,28.8,26.7,100.0,18.8,7.9
1991-09-07,-101.0800033292993,39.34999584335759,0.5,13.3,31.0,35.3,100.0,19.1,8.7
1991-09-08,-101.0800033292993,39.34999584335759,0.0,12.9,33.9,16.5,100.0,20.3,4.4
1991-09-09,-101.0800033292993,39.34999584335759,0.8,14.3,31.2,15.7,76.2,19.1,3.9
1991-09-10,-101.0800033292993,39.34999584335759,13.3,13.8,27.9,28.0,100.0,12.8,5.4
1991-09-11,-101.0800033292993,39.34999584335759,2.0,14.4,30.9,35.8,100.0,18.7,3.9
1991-09-12,-101.0800033292993,39.34999584335759,3.7,15.4,31.3,34.8,97.7,17.0,3.0
1991-09-13,-101.0800033292993,39.34999584335759,0.4,16.3,29.9,33.7,100.0,16.2,4.1
1991-09-14,-101.0800033292993,39.34999584335759,0.0,13.9,29.4,23.5,100.0,19.6,3.5
1991-09-15,-101.0800033292993,39.34999584335759,0.0,8.6,22.0,23.3,68.7,15.8,4.4
1991-09-16,-101.0800033292993,39.34999584335759,0.0,6.5,23.9,25.3,77.0,19.3,3.6
1991-09-17,-101.0800033292993,39.34999584335759,0.0,7.6,25.4,25.5,84.0,19.2,5.3
1991-09-18,-101.0800033292993,39.34999584335759,0.0,4.1,15.9,21.5,67.0,17.6,4.3
1991-09-19,-101.0800033292993,39.34999584335759,0.0,1.0,20.0,20.8,69.2,18.8,5.6
1991-09-20,-101.0800033292993,39.34999584335759,0.0,3.9,18.3,19.4,63.2,17.6,8.2
1991-09-21,-101.0800033292993,39.34999584335759,0.0,0.9,26.7,32.5,100.0,18.7,5.6
1991-09-22,-101.0800033292993,39.34999584335759,0.0,6.2,19.9,23.2,79.2,18.9,6.3
1991-09-23,-101.0800033292993,39.34999584335759,0.0,2.1,23.5,22.1,71.6,18.2,5.4
1991-09-24,-101.0800033292993,39.34999584335759,0.0,1.8,18.0,20.6,74.6,18.5,4.8
1991-09-25,-101.0800033292993,39.34999584335759,0.0,3.7,25.7,23.2,63.7,18.1,5.3
1991-09-26,-101.0800033292993,39.34999584335759,0.0,7.6,26.1,19.2,59.1,18.1,3.1
1991-09-27,-101.0800033292993,39.34999584335759,0.0,7.7,29.3,16.3,67.2,17.9,3.3
1991-09-28,-101.0800033292993,39.34999584335759,0.0,8.6,29.1,16.3,61.1,17.6,4.7
1991-09-29,-101.0800033292993,39.34999584335759,0.0,10.1,29.7,19.9,78.0,17.3,6.6
1991-09-30,-101.0800033292993,39.34999584335759,0.0,6.7,21.3,18.9,86.2,13.1,3.9
1991-10-01,-101.0800033292993,39.34999584335759,0.0,5.0,27.2,26.1,100.0,17.5,3.5
1991-10-02,-101.0800033292993,39.34999584335759,0.0,8.7,29.2,18.2,72.2,17.5,4.5
1991-10-03,-101.0800033292993,39.34999584335759,0.0,3.5,24.3,18.1,100.0,17.2,5.0
1991-10-04,-101.0800033292993,39.34999584335759,0.0,-3.1,10.7,29.9,100.0,9.5,7.4
1991-10-05,-101.0800033292993,39.34999584335759,0.0,-5.7,14.8,24.3,100.0,17.4,3.8
1991-10-06,-101.0800033292993,39.34999584335759,0.0,-6.1,17.1,24.5,100.0,17.1,3.4
1991-10-07,-101.0800033292993,39.34999584335759,0.0,1.6,27.8,14.2,77.2,17.0,4.0
1991-10-08,-101.0800033292993,39.34999584335759,0.0,7.4,31.0,10.3,50.4,16.7,3.7
1991-10-09,-101.0800033292993,39.34999584335759,0.0,5.9,26.4,10.1,66.9,16.4,2.9
1991-10-10,-101.0800033292993,39.34999584335759,0.0,6.0,28.0,13.8,53.8,16.0,3.0
1991-10-11,-101.0800033292993,39.34999584335759,0.0,7.7,26.4,13.3,52.2,16.3,5.0
1991-10-12,-101.0800033292993,39.34999584335759,0.0,7.5,27.7,17.3,66.7,15.9,4.6
1991-10-13,-101.0800033292993,39.34999584335759,0.0,7.1,24.4,16.2,57.7,15.3,6.3
1991-10-14,-101.0800033292993,39.34999584335759,0.0,0.6,19.2,16.2,64.1,15.0,3.5
1991-10-15,-101.0800033292993,39.34999584335759,0.0,4.7,21.9,20.6,59.3,11.5,3.3
1991-10-16,-101.0800033292993,39.34999584335759,0.0,5.0,31.0,12.3,66.6,15.5,4.3
1991-10-17,-101.0800033292993,39.34999584335759,0.0,8.4,31.9,7.0,37.0,15.5,4.6
1991-10-18,-101.0800033292993,39.34999584335759,0.0,-2.9,16.5,7.2,56.8,15.1,5.7
1991-10-19,-101.0800033292993,39.34999584335759,0.0,-5.9,14.0,26.9,100.0,14.9,4.2
1991-10-20,-101.0800033292993,39.34999584335759,0.0,0.1,18.1,20.4,66.0,12.2,3.5
1991-10-21,-101.0800033292993,39.34999584335759,0.0,0.1,24.4,21.7,100.0,14.6,3.4
1991-10-22,-101.0800033292993,39.34999584335759,0.0,4.9,27.4,10.6,68.2,14.6,3.2
1991-10-23,-101.0800033292993,39.34999584335759,0.0,3.4,23.5,10.4,72.3,14.3,2.8
1991-10-24,-101.0800033292993,39.34999584335759,0.0,-3.3,13.0,19.8,94.0,11.8,4.7
1991-10-25,-101.0800033292993,39.34999584335759,0.0,-6.7,13.7,34.6,100.0,13.9,3.4
1991-10-26,-101.0800033292993,39.34999584335759,0.0,-1.5,18.3,33.0,98.7,13.8,3.3
1991-10-27,-101.0800033292993,39.34999584335759,0.6,2.9,21.5,36.6,100.0,13.5,9.1
1991-10-28,-101.0800033292993,39.34999584335759,6.1,-11.3,14.4,42.7,100.0,6.2,7.5
1991-10-29,-101.0800033292993,39.34999584335759,0.0,-12.9,0.7,26.1,100.0,13.2,4.4
1991-10-30,-101.0800033292993,39.34999584335759,5.6,-14.9,-5.0,30.5,100.0,6.7,5.4
1991-10-31,-101.0800033292993,39.34999584335759,7.9,-11.2,-5.2,84.3,100.0,5.4,6.1
1991-11-01,-101.0800033292993,39.34999584335759,0.8,-12.2,-3.7,64.2,100.0,12.6,8.3
1991-11-02,-101.0800033292993,39.34999584335759,0.0,-20.9,-9.3,51.5,85.9,13.4,6.1
1991-11-03,-101.0800033292993,39.34999584335759,0.0,-21.6,-7.1,60.3,93.0,13.3,4.1
1991-11-04,-101.0800033292993,39.34999584335759,0.0,-15.5,0.7,43.9,93.1,11.7,3.6
1991-11-05,-101.0800033292993,39.34999584335759,0.0,-5.2,10.0,47.7,91.9,10.5,5.1
1991-11-06,-101.0800033292993,39.34999584335759,0.3,-10.0,5.9,43.6,100.0,7.7,5.0
1991-11-07,-101.0800033292993,39.34999584335759,0.0,-10.3,5.6,51.2,100.0,10.5,1.8
1991-11-08,-101.0800033292993,39.34999584335759,0.0,-5.2,11.7,46.0,95.0,11.6,4.5
1991-11-09,-101.0800033292993,39.34999584335759,0.0,-1.6,17.9,38.9,100.0,11.2,4.3
1991-11-10,-101.0800033292993,39.34999584335759,0.0,-1.1,7.8,35.4,100.0,8.5,4.4
1991-11-11,-101.0800033292993,39.34999584335759,5.0,-0.5,12.1,47.4,100.0,9.4,3.7
1991-11-12,-101.0800033292993,39.34999584335759,0.0,-1.2,18.2,26.8,83.6,11.3,5.2
1991-11-13,-101.0800033292993,39.34999584335759,0.0,2.6,19.8,22.3,63.5,11.1,3.3
1991-11-14,-101.0800033292993,39.34999584335759,0.0,2.1,15.4,22.3,100.0,9.9,4.2
1991-11-15,-101.0800033292993,39.34999584335759,1.0,-0.0,7.7,44.8,95.0,4.1,4.4
1991-11-16,-101.0800033292993,39.34999584335759,20.1,-2.9,3.1,58.9,100.0,4.4,3.5
1991-11-17,-101.0800033292993,39.34999584335759,0.4,-4.0,3.5,75.6,100.0,5.5,3.1
1991-11-18,-101.0800033292993,39.34999584335759,2.2,-3.9,8.8,52.2,100.0,8.0,3.7
1991-11-19,-101.0800033292993,39.34999584335759,4.5,-0.9,8.8,38.0,100.0,6.0,5.9
1991-11-20,-101.0800033292993,39.34999584335759,0.0,-3.1,12.0,31.8,78.0,10.4,4.3
1991-11-21,-101.0800033292993,39.34999584335759,0.0,0.3,16.5,34.4,75.0,9.6,2.9
1991-11-22,-101.0800033292993,39.34999584335759,1.0,-4.8,9.1,33.4,98.2,4.3,6.9
1991-11-23,-101.0800033292993,39.34999584335759,0.0,-5.9,3.7,30.0,90.3,8.8,7.5
1991-11-24,-101.0800033292993,39.34999584335759,0.0,-7.8,2.8,29.5,88.4,7.8,2.8
1991-11-25,-101.0800033292993,39.34999584335759,0.0,-4.4,10.4,38.4,82.9,9.6,3.3
1991-11-26,-101.0800033292993,39.34999584335759,0.0,-2.4,14.3,37.2,83.7,7.7,4.3
1991-11-27,-101.0800033292993,39.34999584335759,0.0,-0.7,14.5,35.9,94.0,9.0,4.8
1991-11-28,-101.0800033292993,39.34999584335759,1.3,-3.2,6.6,35.9,100.0,6.7,3.5
1991-11-29,-101.0800033292993,39.34999584335759,4.0,-5.2,1.1,61.9,100.0,4.6,5.4
1991-11-30,-101.0800033292993,39.34999584335759,0.0,-11.4,0.2,59.9,100.0,8.1,4.1
1991-12-01,-101.0800033292993,39.34999584335759,0.0,-11.6,-1.5,61.0,100.0,5.9,2.4
1991-12-02,-101.0800033292993,39.34999584335759,0.0,-14.0,-0.4,71.6,100.0,8.6,4.1
1991-12-03,-101.0800033292993,39.34999584335759,0.0,-10.2,0.6,63.2,100.0,9.3,3.6
1991-12-04,-101.0800033292993,39.34999584335759,0.0,-8.1,4.7,54.1,100.0,9.1,4.2
1991-12-05,-101.0800033292993,39.34999584335759,0.0,-4.8,8.8,46.6,95.3,8.9,3.8
1991-12-06,-101.0800033292993,39.34999584335759,0.0,-3.7,13.5,43.6,96.7,8.9,4.6
1991-12-07,-101.0800033292993,39.34999584335759,0.0,0.6,15.7,35.4,77.3,8.9,2.6
1991-12-08,-101.0800033292993,39.34999584335759,0.0,-2.5,11.0,33.6,97.8,8.4,3.6
1991-12-09,-101.0800033292993,39.34999584335759,0.0,-4.0,9.3,32.6,100.0,8.9,3.6
1991-12-10,-101.0800033292993,39.34999584335759,0.0,-3.9,14.2,34.1,99.7,8.7,3.7
1991-12-11,-101.0800033292993,39.34999584335759,6.1,-4.9,6.8,30.5,92.8,6.5,2.7
1991-12-12,-101.0800033292993,39.34999584335759,4.2,-2.3,10.8,34.9,100.0,8.4,4.1
1991-12-13,-101.0800033292993,39.34999584335759,0.0,-4.1,9.6,28.7,92.3,7.9,5.6
